beta,loss
18.599999999999994,3526.22472472308
18.699999999999996,3526.22472472308
18.799999999999997,3526.2247247230803
18.899999999999995,3526.22472472308
18.999999999999996,3526.2247247230807
19.099999999999994,3526.22472472308
19.199999999999996,3526.22472472308
19.299999999999997,3526.22472472308
19.399999999999995,3526.22472472308
19.499999999999996,3526.22472472308
19.599999999999994,3526.2247247230803
19.699999999999996,3526.22472472308
19.799999999999997,3526.2247247230803
19.899999999999995,3526.2247247230807
19.999999999999996,3526.22472472308
